n,x,y,val,dP,lab,xT,yT
8705,-10.650706,0.215907,0,1761,NaN,NaN,NaN
8706,-10.627993,0.23948,0,1763,NaN,NaN,NaN
8707,-10.610957,0.23948,0,1762,NaN,NaN,NaN
8708,-10.596759,0.224747,0,1760,NaN,NaN,NaN
8709,-10.599599,0.212961,0,1759,NaN,NaN,NaN
8710,-10.608118,0.204121,0,1761,NaN,NaN,NaN
8711,-10.613797,0.210014,0,1762,NaN,NaN,NaN
8712,-10.610957,0.212961,0,1762,NaN,NaN,NaN
8713,-10.593919,0.198228,0,1762,NaN,NaN,NaN
8714,-10.576879,0.183495,0,1762,NaN,NaN,NaN
8715,-10.568358,0.171708,0,1764,NaN,NaN,NaN
8716,-10.571198,0.177601,0,1766,NaN,NaN,NaN
8717,-10.576879,0.165815,0,1767,NaN,NaN,NaN
8718,-10.582559,0.139295,0,1767,NaN,NaN,NaN
8719,-10.574039,0.112776,0,1767,NaN,NaN,NaN
8720,-10.559837,0.098043,0,1768,NaN,NaN,NaN
8721,-10.545634,0.092149,0,1770,NaN,NaN,NaN
8722,-10.545634,0.098043,0,1772,NaN,NaN,NaN
8723,-10.542793,0.106883,0,1771,NaN,NaN,NaN
8724,-10.525747,0.106883,0,1769,NaN,NaN,NaN
8725,-10.514382,0.092149,0,1768,NaN,NaN,NaN
8726,-10.505858,0.080363,0,1768,NaN,NaN,NaN
8727,-10.517224,0.077416,0,1769,NaN,NaN,NaN
8728,-10.528588,0.083309,0,1772,NaN,NaN,NaN
8729,-10.537111,0.089203,0,1775,NaN,NaN,NaN
8730,-10.539952,0.106883,0,1775,NaN,NaN,NaN
8731,-10.542793,0.124562,0,1774,NaN,NaN,NaN
8732,-10.539952,0.136349,0,1773,NaN,NaN,NaN
8733,-10.531429,0.130456,0,1772,NaN,NaN,NaN
8734,-10.522906,0.109829,0,1771,NaN,NaN,NaN
8735,-10.517224,0.095096,0,1768,NaN,NaN,NaN
8736,-10.517224,0.083309,0,1768,NaN,NaN,NaN
8737,-10.525747,0.083309,0,1768,NaN,NaN,NaN
8738,-10.53427,0.083309,0,1769,NaN,NaN,NaN
8739,-10.539952,0.083309,0,1770,NaN,NaN,NaN
8740,-10.53427,0.086256,0,1770,NaN,NaN,NaN
8741,-10.528588,0.089203,0,1770,NaN,NaN,NaN
8742,-10.528588,0.095096,0,1769,NaN,NaN,NaN
8743,-10.531429,0.100989,0,1769,NaN,NaN,NaN
8744,-10.522906,0.106883,0,1769,NaN,NaN,NaN
8745,-10.511541,0.121616,0,1769,NaN,NaN,NaN
8746,-10.497334,0.127509,0,1769,NaN,NaN,NaN
8747,-10.494492,0.121616,0,1769,NaN,NaN,NaN
8748,-10.497334,0.109829,0,1770,NaN,NaN,NaN
8749,-10.497334,0.100989,0,1771,NaN,NaN,NaN
8750,-10.497334,0.100989,0,1772,NaN,NaN,NaN
8751,-10.49165,0.098043,0,1771,NaN,NaN,NaN
8752,-10.494492,0.095096,0,1771,NaN,NaN,NaN
8753,-10.497334,0.086256,0,1772,NaN,NaN,NaN
8754,-10.500175,0.086256,0,1773,NaN,NaN,NaN
8755,-10.500175,0.089203,0,1772,NaN,NaN,NaN
8756,-10.500175,0.095096,0,1770,NaN,NaN,NaN
8757,-10.497334,0.098043,0,1770,NaN,NaN,NaN
8758,-10.497334,0.098043,0,1770,NaN,NaN,NaN
8759,-10.488808,0.098043,0,1771,NaN,NaN,NaN
8760,-10.477441,0.080363,0,1770,NaN,NaN,NaN
8761,-10.46323,0.06563,0,1769,NaN,NaN,NaN
8762,-10.457546,0.05679,0,1768,NaN,NaN,NaN
8763,-10.449018,0.06563,0,1768,NaN,NaN,NaN
8764,-10.449018,0.07447,0,1768,NaN,NaN,NaN
8765,-10.451861,0.071523,0,1768,NaN,NaN,NaN
8766,-10.457546,0.062683,0,1767,NaN,NaN,NaN
8767,-10.451861,0.050896,0,1766,NaN,NaN,NaN
8768,-10.449018,0.050896,0,1765,NaN,NaN,NaN
8769,-10.451861,0.059736,0,1766,NaN,NaN,NaN
8770,-10.457546,0.068576,0,1767,NaN,NaN,NaN
8771,-10.466072,0.06563,0,1767,NaN,NaN,NaN
8772,-10.471757,0.050896,0,1767,NaN,NaN,NaN
8773,-10.477441,0.036163,0,1767,NaN,NaN,NaN
8774,-10.480283,0.03911,0,1767,NaN,NaN,NaN
8775,-10.480283,0.053843,0,1767,NaN,NaN,NaN
8776,-10.474599,0.068576,0,1767,NaN,NaN,NaN
8777,-10.454703,0.068576,0,1769,NaN,NaN,NaN
8778,-10.443333,0.059736,0,1771,NaN,NaN,NaN
8779,-10.431962,0.050896,0,1773,NaN,NaN,NaN
8780,-10.434805,0.053843,0,1773,NaN,NaN,NaN
8781,-10.434805,0.06563,0,1769,NaN,NaN,NaN
8782,-10.434805,0.077416,0,1766,NaN,NaN,NaN
8783,-10.434805,0.077416,0,1764,NaN,NaN,NaN
8784,-10.431962,0.092149,0,1765,NaN,NaN,NaN
8785,-10.431962,0.103936,0,1765,NaN,NaN,NaN
8786,-10.429119,0.118669,0,1764,NaN,NaN,NaN
8787,-10.429119,0.121616,0,1764,NaN,NaN,NaN
8788,-10.423433,0.127509,0,1766,NaN,NaN,NaN
8789,-10.412061,0.133402,0,1768,NaN,NaN,NaN
8790,-10.403531,0.124562,0,1769,NaN,NaN,NaN
8791,-10.42059,0.115722,0,1770,NaN,NaN,NaN
8792,-10.443333,0.106883,0,1769,NaN,NaN,NaN
8793,-10.468915,0.106883,0,1769,NaN,NaN,NaN
8794,-10.474599,0.109829,0,1767,NaN,NaN,NaN
8795,-10.483125,0.112776,0,1766,NaN,NaN,NaN
8796,-10.466072,0.112776,0,1765,NaN,NaN,NaN
8797,-10.449018,0.109829,0,1765,NaN,NaN,NaN
8798,-10.423433,0.112776,0,1764,NaN,NaN,NaN
8799,-10.42059,0.115722,0,1763,NaN,NaN,NaN
8800,-10.423433,0.112776,0,1763,NaN,NaN,NaN
8801,-10.434805,0.109829,0,1763,NaN,NaN,NaN
8802,-10.451861,0.103936,0,1763,NaN,NaN,NaN
8803,-10.457546,0.095096,0,1762,NaN,NaN,NaN
8804,-10.451861,0.086256,0,1762,NaN,NaN,NaN
8805,-10.44049,0.077416,0,1763,NaN,NaN,NaN
8806,-10.431962,0.077416,0,1763,NaN,NaN,NaN
8807,-10.437648,0.071523,0,1763,NaN,NaN,NaN
8808,-10.44049,0.071523,0,1763,NaN,NaN,NaN
8809,-10.437648,0.077416,0,1763,NaN,NaN,NaN
8810,-10.434805,0.089203,0,1763,NaN,NaN,NaN
8811,-10.429119,0.086256,0,1764,NaN,NaN,NaN
8812,-10.426276,0.07447,0,1762,NaN,NaN,NaN
8813,-10.423433,0.062683,0,1760,NaN,NaN,NaN
8814,-10.431962,0.059736,0,1759,NaN,NaN,NaN
8815,-10.446176,0.05679,0,1761,NaN,NaN,NaN
8816,-10.446176,0.05679,0,1762,NaN,NaN,NaN
8817,-10.426276,0.059736,0,1761,NaN,NaN,NaN
8818,-10.406375,0.062683,0,1761,NaN,NaN,NaN
8819,-10.403531,0.071523,0,1759,NaN,NaN,NaN
8820,-10.403531,0.077416,0,1758,NaN,NaN,NaN
8821,-10.406375,0.07447,0,1757,NaN,NaN,NaN
8822,-10.403531,0.062683,0,1757,NaN,NaN,NaN
8823,-10.400688,0.04795,0,1755,NaN,NaN,NaN
8824,-10.395001,0.059736,0,1754,NaN,NaN,NaN
8825,-10.392157,0.068576,0,1752,NaN,NaN,NaN
8826,-10.389314,0.077416,0,1752,NaN,NaN,NaN
8827,-10.38647,0.077416,0,1752,NaN,NaN,NaN
8828,-10.389314,0.080363,0,1753,NaN,NaN,NaN
8829,-10.392157,0.083309,0,1755,NaN,NaN,NaN
8830,-10.395001,0.077416,0,1756,NaN,NaN,NaN
8831,-10.392157,0.068576,0,1755,NaN,NaN,NaN
8832,-10.389314,0.059736,0,1751,NaN,NaN,NaN
8833,-10.383626,0.05679,0,1748,NaN,NaN,NaN
8834,-10.377939,0.04795,0,1745,NaN,NaN,NaN
8835,-10.375095,0.03911,0,1744,NaN,NaN,NaN
8836,-10.375095,0.033217,0,1745,NaN,NaN,NaN
8837,-10.375095,0.03911,0,1748,NaN,NaN,NaN
8838,-10.375095,0.045003,0,1751,NaN,NaN,NaN
8839,-10.369407,0.053843,0,1751,NaN,NaN,NaN
8840,-10.363719,0.059736,0,1752,NaN,NaN,NaN
8841,-10.366563,0.059736,0,1753,NaN,NaN,NaN
8842,-10.375095,0.05679,0,1753,NaN,NaN,NaN
8843,-10.380783,0.053843,0,1752,NaN,NaN,NaN
8844,-10.372251,0.045003,0,1751,NaN,NaN,NaN
8845,-10.366563,0.036163,0,1751,NaN,NaN,NaN
8846,-10.363719,0.027323,0,1750,NaN,NaN,NaN
8847,-10.355187,0.036163,0,1750,NaN,NaN,NaN
8848,-10.343809,0.042057,0,1750,NaN,NaN,NaN
8849,-10.33812,0.050896,0,1750,NaN,NaN,NaN
8850,-10.340965,0.045003,0,1750,NaN,NaN,NaN
8851,-10.346654,0.045003,0,1749,NaN,NaN,NaN
8852,-10.346654,0.04795,0,1746,NaN,NaN,NaN
8853,-10.358031,0.045003,0,1743,NaN,NaN,NaN
8854,-10.366563,0.036163,0,1741,NaN,NaN,NaN
8855,-10.375095,0.027323,0,1741,NaN,NaN,NaN
8856,-10.372251,0.03027,0,1741,NaN,NaN,NaN
8857,-10.372251,0.033217,0,1740,NaN,NaN,NaN
8858,-10.375095,0.03027,0,1740,NaN,NaN,NaN
8859,-10.375095,0.024377,0,1740,NaN,NaN,NaN
8860,-10.375095,0.015537,0,1741,NaN,NaN,NaN
8861,-10.375095,0.00375,0,1742,NaN,NaN,NaN
8862,-10.377939,-0.00509,0,1742,NaN,NaN,NaN
8863,-10.366563,0.01259,0,1742,NaN,NaN,NaN
8864,-10.355187,0.036163,0,1742,NaN,NaN,NaN
8865,-10.332431,0.045003,0,1740,NaN,NaN,NaN
8866,-10.323897,0.03027,0,1740,NaN,NaN,NaN
8867,-10.33812,0.018483,0,1740,NaN,NaN,NaN
8868,-10.358031,0.02143,0,1741,NaN,NaN,NaN
8869,-10.377939,0.024377,0,1743,NaN,NaN,NaN
8870,-10.377939,0.027323,0,1742,NaN,NaN,NaN
8871,-10.363719,0.018483,0,1738,NaN,NaN,NaN
8872,-10.349498,0.009644,0,1735,NaN,NaN,NaN
8873,-10.332431,-0.002143,0,1733,NaN,NaN,NaN
8874,-10.329586,-0.00509,0,1734,NaN,NaN,NaN
8875,-10.323897,-0.00509,0,1735,NaN,NaN,NaN
8876,-10.326742,-0.00509,0,1734,NaN,NaN,NaN
8877,-10.315362,0.015537,0,1734,NaN,NaN,NaN
8878,-10.309672,0.033217,0,1733,NaN,NaN,NaN
8879,-10.303982,0.050896,0,1734,NaN,NaN,NaN
8880,-10.309672,0.04795,0,1735,NaN,NaN,NaN
8881,-10.321052,0.036163,0,1736,NaN,NaN,NaN
8882,-10.335276,0.024377,0,1737,NaN,NaN,NaN
8883,-10.346654,0.009644,0,1738,NaN,NaN,NaN
8884,-10.343809,0.000804,0,1738,NaN,NaN,NaN
8885,-10.343809,-0.00509,0,1737,NaN,NaN,NaN
8886,-10.340965,-0.008036,0,1735,NaN,NaN,NaN
8887,-10.321052,0.01259,0,1734,NaN,NaN,NaN
8888,-10.303982,0.036163,0,1732,NaN,NaN,NaN
8889,-10.28691,0.045003,0,1730,NaN,NaN,NaN
8890,-10.28691,0.033217,0,1729,NaN,NaN,NaN
8891,-10.289756,0.024377,0,1731,NaN,NaN,NaN
8892,-10.289756,0.03027,0,1732,NaN,NaN,NaN
8893,-10.292601,0.033217,0,1731,NaN,NaN,NaN
8894,-10.298292,0.027323,0,1729,NaN,NaN,NaN
8895,-10.306827,0.02143,0,1727,NaN,NaN,NaN
8896,-10.315362,0.018483,0,1726,NaN,NaN,NaN
8897,-10.318207,0.018483,0,1725,NaN,NaN,NaN
8898,-10.321052,0.018483,0,1725,NaN,NaN,NaN
8899,-10.321052,0.02143,0,1725,NaN,NaN,NaN
8900,-10.329586,0.024377,0,1724,NaN,NaN,NaN
8901,-10.332431,0.024377,0,1723,NaN,NaN,NaN
8902,-10.335276,0.024377,0,1723,NaN,NaN,NaN
8903,-10.340965,0.03027,0,1722,NaN,NaN,NaN
8904,-10.352342,0.033217,0,1723,NaN,NaN,NaN
8905,-10.358031,0.03911,0,1724,NaN,NaN,NaN
8906,-10.358031,0.03911,0,1725,NaN,NaN,NaN
8907,-10.355187,0.042057,0,1723,NaN,NaN,NaN
8908,-10.33812,0.045003,0,1721,NaN,NaN,NaN
8909,-10.323897,0.04795,0,1719,NaN,NaN,NaN
8910,-10.321052,0.053843,0,1720,NaN,NaN,NaN
8911,-10.332431,0.05679,0,1720,NaN,NaN,NaN
8912,-10.340965,0.062683,0,1721,NaN,NaN,NaN
8913,-10.332431,0.059736,0,1721,NaN,NaN,NaN
8914,-10.272682,0.050896,0,1720,NaN,NaN,NaN
8915,-10.218604,0.042057,0,1720,NaN,NaN,NaN
8916,-10.16166,0.03911,0,1720,NaN,NaN,NaN
8917,-10.11609,0.03911,0,1720,NaN,NaN,NaN
8918,-9.993557,0.036163,0,1720,NaN,NaN,NaN
8919,-9.776762,0.027323,0,1722,NaN,NaN,NaN
8920,-9.5311,0.015537,0,1723,NaN,NaN,NaN
8921,-9.224956,-0.002143,0,1721,NaN,NaN,NaN
8922,-8.889593,-0.019823,0,1718,NaN,NaN,NaN
8923,-8.539243,-0.075809,0,1715,NaN,NaN,NaN
8924,-8.122008,-0.137688,0,1715,NaN,NaN,NaN
8925,-7.70679,-0.22314,0,1717,NaN,NaN,NaN
8926,-7.247373,-0.302697,0,1721,NaN,NaN,NaN
8927,-6.842077,-0.45297,0,1724,NaN,NaN,NaN
8928,-6.433188,-0.576718,0,1726,NaN,NaN,NaN
8929,-5.994571,-0.744654,0,1725,NaN,NaN,NaN
8930,-5.587274,-0.862497,0,1725,NaN,NaN,NaN
8931,-5.161918,-1.018627,0,1726,NaN,NaN,NaN
8932,-4.808962,-1.171796,0,1729,NaN,NaN,NaN
8933,-4.449797,-1.301387,0,1733,NaN,NaN,NaN
8934,-4.134142,-1.410352,0,1736,NaN,NaN,NaN
8935,-3.762635,-1.44569,0,1736,NaN,NaN,NaN
8936,-3.423028,-1.475137,0,1734,NaN,NaN,NaN
8937,-3.08318,-1.492805,0,1733,NaN,NaN,NaN
8938,-2.763641,-1.545807,0,1733,NaN,NaN,NaN
8939,-2.473268,-1.604696,0,1733,NaN,NaN,NaN
8940,-2.203313,-1.657692,0,1733,NaN,NaN,NaN
8941,-1.97436,-1.701854,0,1733,NaN,NaN,NaN
8942,-1.733598,-1.772508,0,1732,NaN,NaN,NaN
8943,-1.478089,-1.851988,0,1732,NaN,NaN,NaN
8944,-1.234273,-1.910857,0,1731,NaN,NaN,NaN
8945,-1.034486,-1.993267,0,1731,NaN,NaN,NaN
8946,-0.858182,-2.066841,0,1730,NaN,NaN,NaN
8947,-0.725943,-2.140407,0,1728,NaN,NaN,NaN
8948,-0.61133,-2.216909,0,1728,NaN,NaN,NaN
8949,-0.564308,-2.296345,0,1727,NaN,NaN,NaN
8950,-0.540797,-2.393422,0,1728,NaN,NaN,NaN
8951,-0.549613,-2.43166,0,1730,NaN,NaN,NaN
8952,-0.593697,-2.487543,0,1731,NaN,NaN,NaN
8953,-0.684801,-2.514012,0,1731,NaN,NaN,NaN
8954,-0.808226,-2.540481,0,1729,NaN,NaN,NaN
8955,-0.937521,-2.53754,0,1727,NaN,NaN,NaN
8956,-1.049177,-2.531658,0,1725,NaN,NaN,NaN
8957,-1.157887,-2.525776,0,1727,NaN,NaN,NaN
8958,-1.248962,-2.519894,0,1729,NaN,NaN,NaN
8959,-1.304779,-2.50813,0,1729,NaN,NaN,NaN
8960,-1.313592,-2.475779,0,1728,NaN,NaN,NaN
8961,-1.298903,-2.437543,0,1724,NaN,NaN,NaN
8962,-1.257775,-2.405188,0,1721,NaN,NaN,NaN
8963,-1.184329,-2.393422,0,1718,NaN,NaN,NaN
8964,-1.119692,-2.39048,0,1716,NaN,NaN,NaN
8965,-1.049177,-2.384597,0,1714,NaN,NaN,NaN
8966,-0.99335,-2.375772,0,1711,NaN,NaN,NaN
8967,-0.937521,-2.369889,0,1711,NaN,NaN,NaN
8968,-0.90226,-2.364006,0,1709,NaN,NaN,NaN
8969,-0.869936,-2.358123,0,1707,NaN,NaN,NaN
8970,-0.843489,-2.355181,0,1705,NaN,NaN,NaN
8971,-0.822919,-2.352239,0,1705,NaN,NaN,NaN
8972,-0.814103,-2.352239,0,1706,NaN,NaN,NaN
8973,-0.805288,-2.355181,0,1705,NaN,NaN,NaN
8974,-0.808226,-2.355181,0,1705,NaN,NaN,NaN
8975,-0.808226,-2.358123,0,1704,NaN,NaN,NaN
8976,-0.808226,-2.361064,0,1704,NaN,NaN,NaN
8977,-0.802349,-2.378714,0,1705,NaN,NaN,NaN
8978,-0.79941,-2.393422,0,1706,NaN,NaN,NaN
8979,-0.79941,-2.405188,0,1707,NaN,NaN,NaN
8980,-0.796472,-2.402246,0,1706,NaN,NaN,NaN
8981,-0.790594,-2.396363,0,1705,NaN,NaN,NaN
8982,-0.787656,-2.387539,0,1703,NaN,NaN,NaN
8983,-0.784717,-2.381656,0,1702,NaN,NaN,NaN
8984,-0.784717,-2.381656,0,1700,NaN,NaN,NaN
8985,-0.790594,-2.387539,0,1700,NaN,NaN,NaN
8986,-0.796472,-2.396363,0,1700,NaN,NaN,NaN
8987,-0.805288,-2.399305,0,1701,NaN,NaN,NaN
8988,-0.790594,-2.402246,0,1701,NaN,NaN,NaN
8989,-0.772962,-2.399305,0,1701,NaN,NaN,NaN
8990,-0.75533,-2.41107,0,1701,NaN,NaN,NaN
8991,-0.758269,-2.422836,0,1700,NaN,NaN,NaN
8992,-0.758269,-2.43166,0,1700,NaN,NaN,NaN
8993,-0.75533,-2.43166,0,1699,NaN,NaN,NaN
8994,-0.752392,-2.428719,0,1698,NaN,NaN,NaN
8995,-0.749453,-2.419895,0,1698,NaN,NaN,NaN
8996,-0.746514,-2.416953,0,1698,NaN,NaN,NaN
8997,-0.75533,-2.414012,0,1700,NaN,NaN,NaN
8998,-0.767085,-2.414012,0,1702,NaN,NaN,NaN
8999,-0.77884,-2.41107,0,1705,NaN,NaN,NaN
9000,-0.781778,-2.41107,0,1706,NaN,NaN,NaN
9001,-0.781778,-2.414012,0,1706,NaN,NaN,NaN
9002,-0.77884,-2.416953,0,1705,NaN,NaN,NaN
9003,-0.77884,-2.419895,0,1705,NaN,NaN,NaN
9004,-0.775901,-2.428719,0,1704,NaN,NaN,NaN
9005,-0.77884,-2.443425,0,1703,NaN,NaN,NaN
9006,-0.77884,-2.452249,0,1701,NaN,NaN,NaN
9007,-0.781778,-2.458132,0,1699,NaN,NaN,NaN
9008,-0.787656,-2.458132,0,1698,NaN,NaN,NaN
9009,-0.793533,-2.458132,0,1698,NaN,NaN,NaN
9010,-0.796472,-2.461073,0,1699,NaN,NaN,NaN
9011,-0.796472,-2.461073,0,1700,NaN,NaN,NaN
9012,-0.796472,-2.461073,0,1701,NaN,NaN,NaN
9013,-0.79941,-2.472838,0,1701,NaN,NaN,NaN
9014,-0.79941,-2.487543,0,1700,NaN,NaN,NaN
9015,-0.79941,-2.490484,0,1698,NaN,NaN,NaN
9016,-0.796472,-2.481661,0,1698,NaN,NaN,NaN
9017,-0.790594,-2.472838,0,1698,NaN,NaN,NaN
9018,-0.790594,-2.472838,0,1698,NaN,NaN,NaN
9019,-0.784717,-2.475779,0,1699,NaN,NaN,NaN
9020,-0.77884,-2.481661,0,1700,NaN,NaN,NaN
9021,-0.770024,-2.481661,0,1699,NaN,NaN,NaN
9022,-0.764146,-2.47872,0,1698,NaN,NaN,NaN
9023,-0.767085,-2.472838,0,1696,NaN,NaN,NaN
9024,-0.772962,-2.475779,0,1695,NaN,NaN,NaN
9025,-0.761208,-2.47872,0,1694,NaN,NaN,NaN
9026,-0.743576,-2.484602,0,1695,NaN,NaN,NaN
9027,-0.725943,-2.493425,0,1698,NaN,NaN,NaN
9028,-0.725943,-2.499307,0,1701,NaN,NaN,NaN
9029,-0.725943,-2.502248,0,1701,NaN,NaN,NaN
9030,-0.731821,-2.499307,0,1700,NaN,NaN,NaN
9031,-0.737698,-2.493425,0,1698,NaN,NaN,NaN
9032,-0.737698,-2.490484,0,1698,NaN,NaN,NaN
9033,-0.725943,-2.490484,0,1699,NaN,NaN,NaN
9034,-0.717127,-2.493425,0,1698,NaN,NaN,NaN
9035,-0.708311,-2.496366,0,1695,NaN,NaN,NaN
9036,-0.699495,-2.499307,0,1693,NaN,NaN,NaN
9037,-0.693617,-2.493425,0,1692,NaN,NaN,NaN
9038,-0.693617,-2.47872,0,1691,NaN,NaN,NaN
9039,-0.68774,-2.461073,0,1690,NaN,NaN,NaN
9040,-0.684801,-2.464014,0,1690,NaN,NaN,NaN
9041,-0.681862,-2.47872,0,1690,NaN,NaN,NaN
9042,-0.693617,-2.496366,0,1690,NaN,NaN,NaN
9043,-0.708311,-2.499307,0,1691,NaN,NaN,NaN
9044,-0.723005,-2.505189,0,1692,NaN,NaN,NaN
9045,-0.725943,-2.505189,0,1692,NaN,NaN,NaN
9046,-0.693617,-2.499307,0,1690,NaN,NaN,NaN
9047,-0.658352,-2.487543,0,1689,NaN,NaN,NaN
9048,-0.634841,-2.47872,0,1689,NaN,NaN,NaN
9049,-0.646596,-2.47872,0,1690,NaN,NaN,NaN
9050,-0.658352,-2.484602,0,1691,NaN,NaN,NaN
9051,-0.667168,-2.493425,0,1692,NaN,NaN,NaN
9052,-0.667168,-2.505189,0,1693,NaN,NaN,NaN
9053,-0.664229,-2.514012,0,1692,NaN,NaN,NaN
9054,-0.652474,-2.516953,0,1690,NaN,NaN,NaN
9055,-0.640719,-2.516953,0,1688,NaN,NaN,NaN
9056,-0.63778,-2.514012,0,1686,NaN,NaN,NaN
9057,-0.643658,-2.516953,0,1686,NaN,NaN,NaN
9058,-0.63778,-2.522835,0,1685,NaN,NaN,NaN
9059,-0.628963,-2.525776,0,1684,NaN,NaN,NaN
9060,-0.608391,-2.528717,0,1684,NaN,NaN,NaN
9061,-0.596636,-2.528717,0,1684,NaN,NaN,NaN
9062,-0.581941,-2.522835,0,1684,NaN,NaN,NaN
9063,-0.576064,-2.519894,0,1684,NaN,NaN,NaN
9064,-0.573125,-2.514012,0,1683,NaN,NaN,NaN
9065,-0.581941,-2.50813,0,1683,NaN,NaN,NaN
9066,-0.596636,-2.50813,0,1682,NaN,NaN,NaN
9067,-0.608391,-2.514012,0,1682,NaN,NaN,NaN
9068,-0.608391,-2.519894,0,1683,NaN,NaN,NaN
9069,-0.614269,-2.522835,0,1684,NaN,NaN,NaN
9070,-0.620147,-2.525776,0,1684,NaN,NaN,NaN
9071,-0.608391,-2.528717,0,1683,NaN,NaN,NaN
9072,-0.590758,-2.522835,0,1683,NaN,NaN,NaN
9073,-0.573125,-2.516953,0,1682,NaN,NaN,NaN
9074,-0.576064,-2.514012,0,1682,NaN,NaN,NaN
9075,-0.581941,-2.514012,0,1682,NaN,NaN,NaN
9076,-0.593697,-2.516953,0,1682,NaN,NaN,NaN
9077,-0.599575,-2.519894,0,1681,NaN,NaN,NaN
9078,-0.593697,-2.519894,0,1681,NaN,NaN,NaN
9079,-0.579003,-2.522835,0,1681,NaN,NaN,NaN
9080,-0.564308,-2.525776,0,1681,NaN,NaN,NaN
9081,-0.567247,-2.522835,0,1680,NaN,NaN,NaN
9082,-0.570186,-2.519894,0,1679,NaN,NaN,NaN
9083,-0.567247,-2.516953,0,1678,NaN,NaN,NaN
9084,-0.561369,-2.519894,0,1678,NaN,NaN,NaN
9085,-0.55843,-2.50813,0,1680,NaN,NaN,NaN
9086,-0.561369,-2.496366,0,1681,NaN,NaN,NaN
9087,-0.552552,-2.493425,0,1682,NaN,NaN,NaN
9088,-0.540797,-2.505189,0,1682,NaN,NaN,NaN
9089,-0.526102,-2.519894,0,1682,NaN,NaN,NaN
9090,-0.526102,-2.522835,0,1681,NaN,NaN,NaN
9091,-0.523163,-2.50813,0,1679,NaN,NaN,NaN
9092,-0.526102,-2.490484,0,1678,NaN,NaN,NaN
9093,-0.526102,-2.469896,0,1677,NaN,NaN,NaN
9094,-0.529041,-2.466955,0,1677,NaN,NaN,NaN
9095,-0.526102,-2.472838,0,1677,NaN,NaN,NaN
9096,-0.523163,-2.481661,0,1677,NaN,NaN,NaN
9097,-0.520224,-2.487543,0,1678,NaN,NaN,NaN
9098,-0.520224,-2.487543,0,1678,NaN,NaN,NaN
9099,-0.520224,-2.487543,0,1676,NaN,NaN,NaN
9100,-0.520224,-2.496366,0,1674,NaN,NaN,NaN
9101,-0.520224,-2.50813,0,1674,NaN,NaN,NaN
9102,-0.523163,-2.516953,0,1677,NaN,NaN,NaN
9103,-0.53198,-2.519894,0,1678,NaN,NaN,NaN
9104,-0.534919,-2.522835,0,1677,NaN,NaN,NaN
9105,-0.540797,-2.519894,0,1676,NaN,NaN,NaN
9106,-0.540797,-2.516953,0,1675,NaN,NaN,NaN
9107,-0.537858,-2.50813,0,1675,NaN,NaN,NaN
9108,-0.53198,-2.50813,0,1673,NaN,NaN,NaN
9109,-0.529041,-2.505189,0,1672,NaN,NaN,NaN
9110,-0.526102,-2.50813,0,1670,NaN,NaN,NaN
9111,-0.520224,-2.514012,0,1672,NaN,NaN,NaN
9112,-0.505529,-2.516953,0,1674,NaN,NaN,NaN
9113,-0.487895,-2.519894,0,1676,NaN,NaN,NaN
9114,-0.479078,-2.516953,0,1676,NaN,NaN,NaN
9115,-0.482017,-2.516953,0,1676,NaN,NaN,NaN
9116,-0.484956,-2.516953,0,1676,NaN,NaN,NaN
9117,-0.476139,-2.519894,0,1676,NaN,NaN,NaN
9118,-0.470261,-2.531658,0,1676,NaN,NaN,NaN
9119,-0.467322,-2.53754,0,1675,NaN,NaN,NaN
9120,-0.470261,-2.540481,0,1674,NaN,NaN,NaN
9121,-0.470261,-2.53754,0,1674,NaN,NaN,NaN
9122,-0.464383,-2.531658,0,1676,NaN,NaN,NaN
9123,-0.470261,-2.528717,0,1677,NaN,NaN,NaN
9124,-0.4732,-2.534599,0,1677,NaN,NaN,NaN
9125,-0.4732,-2.543421,0,1676,NaN,NaN,NaN
9126,-0.467322,-2.552244,0,1676,NaN,NaN,NaN
9127,-0.461444,-2.546362,0,1675,NaN,NaN,NaN
9128,-0.455566,-2.543421,0,1672,NaN,NaN,NaN
9129,-0.449688,-2.555185,0,1671,NaN,NaN,NaN
9130,-0.44381,-2.569888,0,1672,NaN,NaN,NaN
9131,-0.449688,-2.587532,0,1675,NaN,NaN,NaN
9132,-0.458505,-2.587532,0,1677,NaN,NaN,NaN
9133,-0.449688,-2.590473,0,1676,NaN,NaN,NaN
9134,-0.432054,-2.587532,0,1673,NaN,NaN,NaN
9135,-0.434993,-2.587532,0,1671,NaN,NaN,NaN
9136,-0.452627,-2.587532,0,1669,NaN,NaN,NaN
9137,-0.464383,-2.590473,0,1670,NaN,NaN,NaN
9138,-0.455566,-2.590473,0,1670,NaN,NaN,NaN
9139,-0.440871,-2.584592,0,1670,NaN,NaN,NaN
9140,-0.432054,-2.581651,0,1671,NaN,NaN,NaN
9141,-0.423237,-2.578711,0,1670,NaN,NaN,NaN
9142,-0.426176,-2.578711,0,1672,NaN,NaN,NaN
9143,-0.426176,-2.561066,0,1673,NaN,NaN,NaN
9144,-0.429115,-2.546362,0,1672,NaN,NaN,NaN
9145,-0.429115,-2.534599,0,1670,NaN,NaN,NaN
9146,-0.429115,-2.534599,0,1669,NaN,NaN,NaN
9147,-0.432054,-2.53754,0,1671,NaN,NaN,NaN
