n,x,y,val
10799,17.196514999999998,5.686751,0
10800,17.191151,5.686751,0
10801,17.18042,5.686751,0
10802,17.172372,5.689669,0
10803,17.167006,5.6925870000000005,0
10804,17.167006,5.6925870000000005,0
10805,17.169689,5.6925870000000005,0
10806,17.177737,5.6925870000000005,0
10807,17.188468,5.683834,0
10808,17.193832999999998,5.67508,0
10809,17.188468,5.67508,0
10810,17.177737,5.686751,0
10811,17.169689,5.695504,0
10812,17.169689,5.698422,0
10813,17.172372,5.698422,0
10814,17.175055,5.6925870000000005,0
10815,17.172372,5.686751,0
10816,17.169689,5.6779980000000005,0
10817,17.169689,5.672162999999999,0
10818,17.172372,5.669245,0
10819,17.177737,5.6779980000000005,0
10820,17.177737,5.6925870000000005,0
10821,17.175055,5.707175,0
10822,17.172372,5.704257,0
10823,17.172372,5.704257,0
10824,17.18042,5.704257,0
10825,17.188468,5.707175,0
10826,17.185786,5.707175,0
10827,17.172372,5.7100919999999995,0
10828,17.156272,5.7100919999999995,0
10829,17.150904999999998,5.71301,0
10830,17.161639,5.71301,0
10831,17.177737,5.7100919999999995,0
10832,17.193832999999998,5.7100919999999995,0
10833,17.196514999999998,5.7100919999999995,0
10834,17.196514999999998,5.7100919999999995,0
10835,17.188468,5.70134,0
10836,17.183103,5.689669,0
10837,17.18042,5.6779980000000005,0
10838,17.18042,5.6779980000000005,0
10839,17.191151,5.683834,0
10840,17.199198000000003,5.686751,0
10841,17.217971,5.6925870000000005,0
10842,17.223334,5.689669,0
10843,17.20188,5.683834,0
10844,17.175055,5.67508,0
10845,17.150904999999998,5.672162999999999,0
10846,17.156272,5.672162999999999,0
10847,17.167006,5.669245,0
10848,17.169689,5.669245,0
10849,17.172372,5.672162999999999,0
10850,17.175055,5.67508,0
10851,17.185786,5.67508,0
10852,17.193832999999998,5.67508,0
10853,17.204562,5.683834,0
10854,17.204562,5.695504,0
10855,17.196514999999998,5.704257,0
10856,17.183103,5.698422,0
10857,17.172372,5.689669,0
10858,17.164322,5.686751,0
10859,17.167006,5.689669,0
10860,17.164322,5.6925870000000005,0
10861,17.158956,5.695504,0
10862,17.153589,5.695504,0
10863,17.150904999999998,5.689669,0
10864,17.158956,5.683834,0
10865,17.172372,5.6779980000000005,0
10866,17.185786,5.683834,0
10867,17.188468,5.686751,0
10868,17.188468,5.680916000000001,0
10869,17.188468,5.672162999999999,0
10870,17.185786,5.669245,0
10871,17.185786,5.67508,0
10872,17.18042,5.6779980000000005,0
10873,17.177737,5.683834,0
10874,17.175055,5.686751,0
10875,17.175055,5.683834,0
10876,17.175055,5.6779980000000005,0
10877,17.177737,5.666327,0
10878,17.18042,5.657573,0
10879,17.172372,5.645901,0
10880,17.161639,5.640064,0
10881,17.150904999999998,5.6371459999999995,0
10882,17.150904999999998,5.634228,0
10883,17.148222,5.63131,0
10884,17.145538000000002,5.628391000000001,0
10885,17.145538000000002,5.616718,0
10886,17.148222,5.581695,0
10887,17.153589,5.552506,0
10888,17.191151,5.497039,0
10889,17.274269,5.444481,0
10890,17.413525,5.388994,0
10891,17.557911999999998,5.330575,0
10892,17.704736999999998,5.23416,0
10893,17.838007,5.061708,0
10894,18.005642,4.856985,0
10895,18.175613000000002,4.643356,0
10896,18.355844,4.432526,0
10897,18.496059,4.142440000000001,0
10898,18.596449,3.8081379999999996,0
10899,18.649238,3.441282,0
10900,18.651877,3.1093990000000002,0
10901,18.649238,2.786127,0
10902,18.633405,2.480324,0
10903,18.593808,2.192034,0
10904,18.51456,1.897746,0
10905,18.392904,1.582747,0
10906,18.263125,1.273542,0
10907,18.130496,0.999613,0
10908,18.008301,0.743315,0
10909,17.888597,0.507612,0
10910,17.7634,0.298412,0
10911,17.63269,0.10393599999999999,0
10912,17.499116,-0.066969,0
10913,17.378731,-0.252606,0
10914,17.263548,-0.41466499999999995,0
10915,17.172372,-0.5708260000000001,0
10916,17.083791,-0.6886770000000001,0
10917,17.000501999999997,-0.791792,0
10918,16.944038,-0.921415,0
10919,16.919829,-1.053975,0
10920,16.919829,-1.198304,0
10921,16.917139000000002,-1.3131680000000001,0
10922,16.949417,-1.4398,0
10923,16.992438,-1.5428629999999999,0
10924,17.046186,-1.616473,0
10925,17.091847,-1.693022,0
10926,17.129434,-1.751901,0
10927,17.158956,-1.804889,0
10928,17.188468,-1.825495,0
10929,17.212608,-1.8372700000000002,0
10930,17.23406,-1.834326,0
10931,17.231379,-1.813721,0
10932,17.228697,-1.7842830000000003,0
10933,17.223334,-1.746013,0
10934,17.209926,-1.7165740000000003,0
10935,17.193832999999998,-1.6783009999999998,0
10936,17.18042,-1.660636,0
10937,17.177737,-1.6547479999999999,0
10938,17.183103,-1.6635799999999998,0
10939,17.188468,-1.6694689999999999,0
10940,17.191151,-1.666525,0
10941,17.191151,-1.675357,0
10942,17.183103,-1.684189,0
10943,17.18042,-1.69891,0
10944,17.175055,-1.704798,0
10945,17.177737,-1.71363,0
10946,17.183103,-1.722462,0
10947,17.196514999999998,-1.746013,0
10948,17.207244,-1.76662,0
10949,17.215289000000002,-1.7931150000000002,0
10950,17.215289000000002,-1.8019459999999998,0
10951,17.215289000000002,-1.810777,0
10952,17.215289000000002,-1.813721,0
10953,17.212608,-1.8196080000000001,0
10954,17.212608,-1.8196080000000001,0
10955,17.212608,-1.813721,0
10956,17.212608,-1.8196080000000001,0
10957,17.212608,-1.828439,0
10958,17.212608,-1.8313830000000002,0
10959,17.209926,-1.828439,0
10960,17.20188,-1.822552,0
10961,17.193832999999998,-1.822552,0
10962,17.185786,-1.825495,0
10963,17.185786,-1.825495,0
10964,17.185786,-1.825495,0
10965,17.185786,-1.828439,0
10966,17.188468,-1.8372700000000002,0
10967,17.188468,-1.8461009999999998,0
10968,17.188468,-1.8519880000000002,0
10969,17.185786,-1.8519880000000002,0
10970,17.177737,-1.854931,0
10971,17.169689,-1.854931,0
10972,17.156272,-1.857875,0
10973,17.156272,-1.854931,0
10974,17.153589,-1.849044,0
10975,17.153589,-1.840213,0
10976,17.150904999999998,-1.8372700000000002,0
10977,17.145538000000002,-1.8372700000000002,0
10978,17.142854,-1.834326,0
10979,17.142854,-1.834326,0
10980,17.142854,-1.8372700000000002,0
10981,17.142854,-1.849044,0
10982,17.14017,-1.857875,0
10983,17.14017,-1.849044,0
10984,17.137486,-1.834326,0
10985,17.132118,-1.8313830000000002,0
10986,17.121381,-1.8461009999999998,0
10987,17.110642000000002,-1.854931,0
10988,17.105273,-1.8519880000000002,0
10989,17.110642000000002,-1.8519880000000002,0
10990,17.113326999999998,-1.854931,0
10991,17.116011999999998,-1.854931,0
10992,17.107958,-1.8519880000000002,0
10993,17.099903,-1.8519880000000002,0
10994,17.091847,-1.854931,0
10995,17.091847,-1.860818,0
10996,17.091847,-1.8667049999999998,0
10997,17.094532,-1.8667049999999998,0
10998,17.097217999999998,-1.8667049999999998,0
10999,17.102588,-1.863762,0
11000,17.105273,-1.8667049999999998,0
11001,17.110642000000002,-1.8667049999999998,0
11002,17.110642000000002,-1.863762,0
11003,17.107958,-1.863762,0
11004,17.105273,-1.8667049999999998,0
11005,17.105273,-1.8696490000000001,0
11006,17.102588,-1.8696490000000001,0
11007,17.102588,-1.8667049999999998,0
11008,17.110642000000002,-1.8667049999999998,0
11009,17.118696,-1.8696490000000001,0
11010,17.124064999999998,-1.8696490000000001,0
11011,17.113326999999998,-1.875536,0
11012,17.102588,-1.8814229999999998,0
11013,17.091847,-1.8873099999999998,0
11014,17.089161999999998,-1.890253,0
11015,17.089161999999998,-1.893197,0
11016,17.089161999999998,-1.8961400000000002,0
11017,17.089161999999998,-1.899083,0
11018,17.089161999999998,-1.9020270000000001,0
11019,17.091847,-1.9020270000000001,0
11020,17.102588,-1.8961400000000002,0
11021,17.110642000000002,-1.8873099999999998,0
11022,17.116011999999998,-1.8667049999999998,0
11023,17.116011999999998,-1.8519880000000002,0
11024,17.110642000000002,-1.843157,0
11025,17.105273,-1.854931,0
11026,17.102588,-1.863762,0
11027,17.086476,-1.8696490000000001,0
11028,17.073048,-1.8725919999999998,0
11029,17.059618,-1.8873099999999998,0
11030,17.062304,-1.9079139999999999,0
11031,17.086476,-1.9432330000000002,0
11032,17.113326999999998,-1.987381,0
11033,17.177737,-2.052127,0
11034,17.290348,-2.1139240000000004,0
11035,17.483073,-2.193371,0
11036,17.696735,-2.308113,0
11037,17.880611,-2.4493080000000003,0
11038,18.098636,-2.611057,0
11039,18.342605,-2.775704,0
11040,18.625487,-2.993203,0
11041,18.883751999999998,-3.260549,0
11042,19.117612,-3.551236,0
11043,19.353428,-3.850541,0
11044,19.531149,-4.13791,0
11045,19.651151000000002,-4.392849,0
11046,19.742337,-4.6505410000000005,0
11047,19.817813,-4.919745,0
11048,19.888018,-5.185809,0
11049,19.885419,-5.407845,0
11050,19.867223000000003,-5.559671,0
11051,19.849023000000003,-5.6997480000000005,0
11052,19.872422,-5.828093,0
11053,19.911406,-5.982611,0
11054,19.94258,-6.107911,0
11055,19.960759,-6.241889,0
11056,19.976337,-6.352514,0
11057,19.997104,-6.451454,0
11058,20.020459,-6.527088,0
11059,20.036026,-6.605607000000001,0
11060,20.01527,-6.675381,0
11061,19.989317,-6.736416,0
11062,19.898414000000002,-6.777098,0
11063,19.796999,-6.806152,0
11064,19.661578,-6.811963,0
11065,19.520706,-6.817773,0
11066,19.374356,-6.823583,0
11067,19.209398,-6.820678,0
11068,19.057239000000003,-6.817773,0
11069,18.941620999999998,-6.797436,0
11070,18.875857999999997,-6.74804,0
11071,18.867963,-6.66666,0
11072,18.881121,-6.593976,0
11073,18.931103,-6.532905,0
11074,18.994195,-6.4805470000000005,0
11075,19.083494,-6.413628,0
11076,19.193671,-6.367066,0
11077,19.293228,-6.332139,0
11078,19.356044,-6.320496,0
11079,19.400509,-6.320496,0
11080,19.439723,-6.337961,0
11081,19.476306,-6.375797,0
11082,19.478919,-6.413628,0
11083,19.478919,-6.445635,0
11084,19.478919,-6.454363,0
11085,19.478919,-6.454363,0
11086,19.473694000000002,-6.454363,0
11087,19.471080999999998,-6.454363,0
11088,19.468467999999998,-6.457273000000001,0
11089,19.468467999999998,-6.463091,0
11090,19.465856,-6.466001,0
11091,19.463243,-6.466001,0
11092,19.46063,-6.463091,0
11093,19.455404,-6.457273000000001,0
11094,19.447564,-6.454363,0
11095,19.447564,-6.463091,0
11096,19.450177,-6.471819,0
11097,19.447564,-6.4805470000000005,0
11098,19.442337,-6.471819,0
11099,19.43711,-6.463091,0
11100,19.434496,-6.460182,0
11101,19.439723,-6.463091,0
11102,19.447564,-6.46891,0
11103,19.452791,-6.46891,0
11104,19.452791,-6.474728,0
11105,19.452791,-6.4776370000000005,0
11106,19.444951,-6.483455999999999,0
11107,19.431882,-6.486365,0
11108,19.410968,-6.489274,0
11109,19.395279000000002,-6.495092,0
11110,19.384819,-6.498001,0
11111,19.374356,-6.503818,0
11112,19.361276999999998,-6.506727,0
11113,19.340345000000003,-6.512544999999999,0
11114,19.332494,-6.515453,0
11115,19.324642,-6.509636,0
11116,19.322025,-6.498001,0
11117,19.319407,-6.483455999999999,0
11118,19.319407,-6.483455999999999,0
11119,19.319407,-6.492183,0
11120,19.322025,-6.512544999999999,0
11121,19.303701,-6.529997,0
11122,19.282754,-6.532905,0
11123,19.272279,-6.527088,0
11124,19.282754,-6.521271,0
11125,19.293228,-6.518362000000001,0
11126,19.285373,-6.521271,0
11127,19.277517,-6.529997,0
11128,19.269660000000002,-6.544539,0
11129,19.274898,-6.556172,0
11130,19.282754,-6.547447,0
11131,19.29061,-6.5416300000000005,0
11132,19.295846,-6.535814,0
11133,19.301083,-6.535814,0
11134,19.303701,-6.535814,0
11135,19.303701,-6.532905,0
11136,19.301083,-6.532905,0
11137,19.308937,-6.529997,0
11138,19.322025,-6.529997,0
11139,19.337728,-6.529997,0
11140,19.337728,-6.529997,0
11141,19.335110999999998,-6.524179,0
11142,19.332494,-6.521271,0
11143,19.332494,-6.515453,0
11144,19.329877,-6.518362000000001,0
11145,19.327258999999998,-6.521271,0
11146,19.335110999999998,-6.527088,0
11147,19.350811,-6.535814,0
11148,19.35866,-6.538722,0
11149,19.35866,-6.538722,0
11150,19.353428,-6.538722,0
11151,19.35866,-6.538722,0
11152,19.361276999999998,-6.535814,0
11153,19.363893,-6.529997,0
11154,19.369125,-6.529997,0
11155,19.37174,-6.529997,0
11156,19.37174,-6.535814,0
11157,19.37174,-6.535814,0
11158,19.369125,-6.538722,0
11159,19.366509,-6.5416300000000005,0
11160,19.37174,-6.544539,0
11161,19.379588000000002,-6.547447,0
11162,19.390048999999998,-6.5416300000000005,0
11163,19.392664,-6.535814,0
11164,19.395279000000002,-6.529997,0
11165,19.397895000000002,-6.535814,0
11166,19.392664,-6.544539,0
11167,19.387434,-6.5532639999999995,0
11168,19.382203,-6.556172,0
11169,19.382203,-6.559080000000001,0
11170,19.384819,-6.561988,0
11171,19.384819,-6.564896000000001,0
11172,19.384819,-6.564896000000001,0
11173,19.387434,-6.564896000000001,0
11174,19.387434,-6.573621000000001,0
11175,19.382203,-6.582345,0
11176,19.376972,-6.591067999999999,0
11177,19.376972,-6.582345,0
11178,19.379588000000002,-6.5707130000000005,0
11179,19.384819,-6.5707130000000005,0
11180,19.384819,-6.5794369999999995,0
11181,19.387434,-6.58816,0
11182,19.384819,-6.582345,0
11183,19.37174,-6.576528999999999,0
11184,19.35866,-6.582345,0
11185,19.348195,-6.593976,0
11186,19.348195,-6.605607000000001,0
11187,19.345578,-6.6085139999999996,0
11188,19.345578,-6.611422,0
11189,19.342961,-6.611422,0
11190,19.342961,-6.611422,0
11191,19.342961,-6.611422,0
11192,19.340345000000003,-6.614330000000001,0
11193,19.342961,-6.617236999999999,0
11194,19.342961,-6.617236999999999,0
11195,19.337728,-6.611422,0
11196,19.332494,-6.605607000000001,0
11197,19.329877,-6.614330000000001,0
11198,19.329877,-6.628867,0
11199,19.329877,-6.643403,0
11200,19.329877,-6.646311,0
11201,19.329877,-6.649217999999999,0
11202,19.332494,-6.652125,0
11203,19.335110999999998,-6.655032,0
11204,19.337728,-6.655032,0
11205,19.337728,-6.652125,0
11206,19.322025,-6.649217999999999,0
11207,19.303701,-6.646311,0
11208,19.285373,-6.643403,0
11209,19.282754,-6.643403,0
11210,19.287991,-6.643403,0
11211,19.293228,-6.649217999999999,0
11212,19.298465,-6.655032,0
11213,19.301083,-6.652125,0
11214,19.285373,-6.643403,0
11215,19.269660000000002,-6.646311,0
11216,19.259183,-6.657939,0
11217,19.264421,-6.66666,0
11218,19.269660000000002,-6.663753,0
11219,19.267039999999998,-6.669567,0
11220,19.264421,-6.678286999999999,0
11221,19.259183,-6.678286999999999,0
11222,19.253944,-6.672474,0
11223,19.253944,-6.66666,0
11224,19.253944,-6.675381,0
11225,19.253944,-6.684100999999999,0
11226,19.253944,-6.689914,0
11227,19.264421,-6.6870080000000005,0
11228,19.269660000000002,-6.684100999999999,0
11229,19.274898,-6.684100999999999,0
11230,19.267039999999998,-6.684100999999999,0
11231,19.264421,-6.684100999999999,0
11232,19.264421,-6.6811940000000005,0
11233,19.259183,-6.678286999999999,0
11234,19.248704,-6.672474,0
11235,19.240845,-6.669567,0
11236,19.240845,-6.66666,0
11237,19.235604000000002,-6.672474,0
11238,19.230364,-6.675381,0
11239,19.235604000000002,-6.678286999999999,0
11240,19.251324,-6.6811940000000005,0
11241,19.269660000000002,-6.6811940000000005,0
11242,19.274898,-6.684100999999999,0
11243,19.277517,-6.684100999999999,0
11244,19.272279,-6.684100999999999,0
11245,19.251324,-6.6870080000000005,0
11246,19.235604000000002,-6.689914,0
11247,19.222502,-6.689914,0
11248,19.225123,-6.692821,0
11249,19.225123,-6.689914,0
11250,19.227743,-6.6870080000000005,0
11251,19.235604000000002,-6.6811940000000005,0
11252,19.243465,-6.6870080000000005,0
11253,19.251324,-6.689914,0
11254,19.248704,-6.698633999999999,0
11255,19.243465,-6.701541000000001,0
11256,19.240845,-6.701541000000001,0
11257,19.243465,-6.692821,0
11258,19.243465,-6.692821,0
11259,19.246084,-6.695727000000001,0
11260,19.251324,-6.692821,0
11261,19.259183,-6.684100999999999,0
11262,19.248704,-6.678286999999999,0
11263,19.235604000000002,-6.678286999999999,0
11264,19.227743,-6.663753,0
11265,19.235604000000002,-6.646311,0
11266,19.243465,-6.640496000000001,0
11267,19.251324,-6.649217999999999,0
11268,19.253944,-6.657939,0
11269,19.253944,-6.663753,0
11270,19.248704,-6.672474,0
11271,19.240845,-6.675381,0
11272,19.232984,-6.669567,0
11273,19.230364,-6.655032,0
11274,19.240845,-6.646311,0
11275,19.253944,-6.634682000000001,0
11276,19.256563,-6.631774000000001,0
11277,19.240845,-6.634682000000001,0
11278,19.227743,-6.637589,0
11279,19.243465,-6.640496000000001,0
11280,19.261802,-6.643403,0
11281,19.272279,-6.643403,0
11282,19.261802,-6.640496000000001,0
11283,19.253944,-6.640496000000001,0
11284,19.253944,-6.637589,0
11285,19.256563,-6.631774000000001,0
11286,19.253944,-6.617236999999999,0
11287,19.248704,-6.605607000000001,0
11288,19.256563,-6.596883999999999,0
11289,19.264421,-6.593976,0
11290,19.274898,-6.58816,0
11291,19.272279,-6.5852520000000005,0
11292,19.269660000000002,-6.582345,0
11293,19.274898,-6.582345,0
11294,19.282754,-6.58816,0
11295,19.282754,-6.596883999999999,0
11296,19.274898,-6.611422,0
11297,19.274898,-6.617236999999999,0
11298,19.285373,-6.617236999999999,0
11299,19.293228,-6.602699,0
11300,19.303701,-6.58816,0
11301,19.311554,-6.582345,0
11302,19.31679,-6.5852520000000005,0
11303,19.311554,-6.58816,0
11304,19.308937,-6.593976,0
11305,19.311554,-6.599791000000001,0
11306,19.308937,-6.6085139999999996,0
11307,19.306319000000002,-6.614330000000001,0
11308,19.306319000000002,-6.6085139999999996,0
11309,19.308937,-6.599791000000001,0
11310,19.311554,-6.591067999999999,0
11311,19.311554,-6.58816,0
11312,19.311554,-6.58816,0
11313,19.306319000000002,-6.593976,0
11314,19.303701,-6.602699,0
11315,19.301083,-6.6085139999999996,0
11316,19.314172,-6.605607000000001,0
11317,19.332494,-6.599791000000001,0
11318,19.345578,-6.593976,0
11319,19.348195,-6.593976,0
11320,19.332494,-6.596883999999999,0
11321,19.314172,-6.599791000000001,0
11322,19.308937,-6.605607000000001,0
11323,19.31679,-6.611422,0
11324,19.324642,-6.625960000000001,0
11325,19.327258999999998,-6.637589,0
11326,19.327258999999998,-6.628867,0
11327,19.327258999999998,-6.611422,0
11328,19.324642,-6.593976,0
11329,19.324642,-6.58816,0
11330,19.322025,-6.5852520000000005,0
11331,19.324642,-6.591067999999999,0
11332,19.324642,-6.599791000000001,0
11333,19.322025,-6.6085139999999996,0
11334,19.322025,-6.611422,0
11335,19.319407,-6.617236999999999,0
11336,19.322025,-6.620145,0
11337,19.322025,-6.620145,0
11338,19.322025,-6.617236999999999,0
11339,19.322025,-6.611422,0
11340,19.314172,-6.611422,0
11341,19.303701,-6.611422,0
11342,19.295846,-6.611422,0
11343,19.295846,-6.605607000000001,0
11344,19.293228,-6.5852520000000005,0
11345,19.295846,-6.573621000000001,0
11346,19.295846,-6.567805,0
11347,19.303701,-6.5794369999999995,0
11348,19.306319000000002,-6.5852520000000005,0
11349,19.298465,-6.58816,0
11350,19.287991,-6.591067999999999,0
11351,19.287991,-6.593976,0
11352,19.295846,-6.591067999999999,0
11353,19.306319000000002,-6.5852520000000005,0
11354,19.306319000000002,-6.5794369999999995,0
11355,19.308937,-6.573621000000001,0
11356,19.311554,-6.573621000000001,0
11357,19.308937,-6.573621000000001,0
11358,19.303701,-6.5707130000000005,0
11359,19.298465,-6.567805,0
11360,19.29061,-6.564896000000001,0
11361,19.285373,-6.556172,0
11362,19.277517,-6.550355000000001,0
11363,19.274898,-6.5416300000000005,0
11364,19.277517,-6.538722,0
11365,19.280135,-6.5416300000000005,0
11366,19.282754,-6.550355000000001,0
11367,19.285373,-6.561988,0
11368,19.285373,-6.567805,0
11369,19.29061,-6.567805,0
11370,19.295846,-6.567805,0
11371,19.301083,-6.567805,0
11372,19.301083,-6.567805,0
11373,19.301083,-6.567805,0
11374,19.301083,-6.573621000000001,0
11375,19.298465,-6.582345,0
11376,19.298465,-6.591067999999999,0
11377,19.293228,-6.576528999999999,0
11378,19.301083,-6.559080000000001,0
11379,19.303701,-6.538722,0
11380,19.303701,-6.535814,0
11381,19.293228,-6.535814,0
11382,19.298465,-6.535814,0
11383,19.308937,-6.538722,0
11384,19.319407,-6.535814,0
11385,19.322025,-6.535814,0
11386,19.322025,-6.5416300000000005,0
11387,19.322025,-6.5532639999999995,0
11388,19.319407,-6.567805,0
11389,19.31679,-6.567805,0
11390,19.314172,-6.5707130000000005,0
11391,19.311554,-6.5794369999999995,0
11392,19.314172,-6.591067999999999,0
11393,19.31679,-6.602699,0
11394,19.31679,-6.602699,0
11395,19.314172,-6.605607000000001,0
11396,19.324642,-6.611422,0
11397,19.335110999999998,-6.611422,0
11398,19.345578,-6.617236999999999,0
11399,19.342961,-6.623052,0
11400,19.348195,-6.617236999999999,0
11401,19.356044,-6.602699,0
11402,19.35866,-6.593976,0
11403,19.356044,-6.602699,0
11404,19.35866,-6.6085139999999996,0
11405,19.363893,-6.611422,0
11406,19.366509,-6.617236999999999,0
11407,19.363893,-6.620145,0
11408,19.361276999999998,-6.623052,0
11409,19.356044,-6.623052,0
11410,19.348195,-6.625960000000001,0
11411,19.353428,-6.623052,0
11412,19.361276999999998,-6.617236999999999,0
11413,19.37174,-6.614330000000001,0
11414,19.37174,-6.614330000000001,0
11415,19.374356,-6.620145,0
11416,19.376972,-6.628867,0
11417,19.379588000000002,-6.640496000000001,0
11418,19.382203,-6.643403,0
11419,19.382203,-6.640496000000001,0
11420,19.382203,-6.643403,0
11421,19.382203,-6.646311,0
11422,19.376972,-6.646311,0
11423,19.366509,-6.643403,0
11424,19.356044,-6.637589,0
11425,19.353428,-6.628867,0
11426,19.356044,-6.631774000000001,0
11427,19.35866,-6.634682000000001,0
11428,19.35866,-6.634682000000001,0
11429,19.356044,-6.634682000000001,0
11430,19.356044,-6.623052,0
11431,19.353428,-6.611422,0
11432,19.350811,-6.596883999999999,0
11433,19.348195,-6.596883999999999,0
11434,19.345578,-6.593976,0
11435,19.342961,-6.591067999999999,0
11436,19.340345000000003,-6.58816,0
11437,19.337728,-6.58816,0
11438,19.337728,-6.593976,0
11439,19.345578,-6.596883999999999,0
11440,19.350811,-6.599791000000001,0
11441,19.35866,-6.602699,0
11442,19.363893,-6.605607000000001,0
11443,19.366509,-6.605607000000001,0
11444,19.363893,-6.602699,0
11445,19.363893,-6.605607000000001,0
11446,19.363893,-6.620145,0
11447,19.361276999999998,-6.637589,0
11448,19.340345000000003,-6.646311,0
11449,19.280135,-6.649217999999999,0
11450,19.180562,-6.655032,0
11451,19.00996,-6.6870080000000005,0
11452,18.799508,-6.718978999999999,0
11453,18.564759,-6.780003999999999,0
11454,18.289626000000002,-6.858441,0
11455,17.912551,-6.974597999999999,0
11456,17.461679999999998,-7.079089,0
11457,16.978996,-7.2067369999999995,0
11458,16.488412,-7.325616,0
11459,16.006192000000002,-7.458918,0
11460,15.486151999999999,-7.580557000000001,0
11461,15.007367000000002,-7.673188000000001,0
11462,14.493371,-7.797598,0
11463,14.054451,-7.890135000000001,0
11464,13.624945,-7.999967999999999,0
11465,13.232872,-8.083748,0
11466,12.88423,-8.167492999999999,0
11467,12.520610000000001,-8.291603,0
11468,12.198088,-8.398332,0
11469,11.880409,-8.490591,0
11470,11.593017,-8.565519,0
11471,11.293726,-8.643297,0
11472,11.027792999999999,-8.715286,0
11473,10.806759,-8.778613,0
11474,10.627993,-8.821778,0
11475,10.420589999999999,-8.876439,0
11476,10.229991,-8.933959,0
11477,10.036311999999999,-9.011583,0
11478,9.85952,-9.09492,0
11479,9.673969999999999,-9.149499,0
11480,9.491074000000001,-9.186833,0
11481,9.276494999999999,-9.227030000000001,0
11482,9.061653,-9.255736,0
11483,8.792021,-9.293047999999999,0
11484,8.547866,-9.321743,0
11485,8.335053,-9.370515,0
11486,8.22568,-9.413538,0
11487,8.165211,-9.453682,0
11488,8.13353,-9.482351,0
11489,8.147931,-9.502417,0
11490,8.217042999999999,-9.533944,0
11491,8.346561999999999,-9.571195,0
11492,8.475996,-9.602708999999999,0
11493,8.613963,-9.617032,0
11494,8.728859,-9.602708999999999,0
11495,8.849423,-9.576925,0
11496,8.929755,-9.554003,0
11497,8.992848,-9.528212,0
11498,9.015786,-9.511016,0
11499,9.021519999999999,-9.482351,0
11500,8.984246,-9.468017999999999,0
11501,8.875248,-9.456549,0
11502,8.780538,-9.453682,0
11503,8.657057,-9.456549,0
11504,8.582353999999999,-9.459417,0
11505,8.498998,-9.465150999999999,0
11506,8.452992,-9.462284,0
11507,8.421357,-9.459417,0
11508,8.406976,-9.468017999999999,0
11509,8.415605000000001,-9.485218,0
11510,8.427109,-9.499551,0
11511,8.441489,-9.502417,0
11512,8.487497,-9.502417,0
11513,8.527746,-9.499551,0
11514,8.565111,-9.499551,0
11515,8.567985,-9.502417,0
11516,8.567985,-9.505283,0
11517,8.562237,-9.505283,0
11518,8.556489,-9.505283,0
11519,8.550741,-9.502417,0
11520,8.547866,-9.499551,0
11521,8.536369,-9.499551,0
11522,8.527746,-9.502417,0
11523,8.521996000000001,-9.519614,0
11524,8.527746,-9.536809,0
11525,8.536369,-9.545406,0
11526,8.547866,-9.536809,0
11527,8.559363000000001,-9.531077999999999,0
11528,8.570859,-9.533944,0
11529,8.573733,-9.536809,0
11530,8.582353999999999,-9.539675,0
11531,8.585228,-9.531077999999999,0
11532,8.588102000000001,-9.519614,0
11533,8.590976,-9.525346,0
11534,8.596722999999999,-9.545406,0
11535,8.60247,-9.556869,0
11536,8.605343,-9.554003,0
11537,8.605343,-9.548272,0
11538,8.608216,-9.548272,0
11539,8.605343,-9.548272,0
11540,8.593849,-9.551138,0
11541,8.582353999999999,-9.551138,0
11542,8.567985,-9.548272,0
11543,8.565111,-9.548272,0
11544,8.559363000000001,-9.548272,0
11545,8.556489,-9.548272,0
11546,8.570859,-9.539675,0
11547,8.588102000000001,-9.525346,0
11548,8.599596,-9.513882,0
11549,8.593849,-9.525346,0
11550,8.588102000000001,-9.539675,0
11551,8.588102000000001,-9.551138,0
11552,8.588102000000001,-9.551138,0
11553,8.579481,-9.551138,0
11554,8.573733,-9.548272,0
11555,8.565111,-9.545406,0
11556,8.565111,-9.542541,0
11557,8.556489,-9.536809,0
11558,8.547866,-9.533944,0
11559,8.539242999999999,-9.533944,0
11560,8.536369,-9.539675,0
11561,8.533495,-9.539675,0
11562,8.533495,-9.542541,0
11563,8.516247,-9.536809,0
11564,8.501873,-9.533944,0
11565,8.484622,-9.533944,0
11566,8.487497,-9.536809,0
11567,8.487497,-9.528212,0
11568,8.484622,-9.52248,0
11569,8.487497,-9.531077999999999,0
11570,8.490372,-9.548272,0
11571,8.493248,-9.565465,0
11572,8.490372,-9.565465,0
11573,8.493248,-9.571195,0
11574,8.496122999999999,-9.576925,0
11575,8.496122999999999,-9.571195,0
11576,8.498998,-9.565465,0
11577,8.493248,-9.559733999999999,0
11578,8.487497,-9.559733999999999,0
11579,8.481747,-9.556869,0
11580,8.481747,-9.551138,0
11581,8.481747,-9.542541,0
11582,8.481747,-9.539675,0
11583,8.481747,-9.545406,0
11584,8.484622,-9.551138,0
11585,8.487497,-9.559733999999999,0
11586,8.490372,-9.559733999999999,0
11587,8.493248,-9.562599,0
11588,8.487497,-9.565465,0
11589,8.481747,-9.562599,0
11590,8.475996,-9.562599,0
11591,8.475996,-9.565465,0
11592,8.475996,-9.56833,0
11593,8.475996,-9.56833,0
11594,8.475996,-9.574060000000001,0
11595,8.478872,-9.57979,0
